week,date,seed,controller,sum_q_kW,revenue_usd,rt_cost_usd,penalty_usd,degradation_usd,profit_usd,shortfall_kWh,delivery_ratio,n_obligations,n_delivery_failures,n_fail_warm_start,n_fail_out_of_box,n_fail_clean_in_box,n_warm_starts,T_viol_K,clip_events,mpc_switches,infeasible_starts,market_value_usd,rebound_energy_usd,source,scale
w03-jan-scarcity,2024-01-14,13,B2,517.520285267172,6.955472633990791,429.26700667595446,0.0,11.051299675881326,-433.36283371784504,0.0,,0,0,0,0,0,0,0.0,20,0,0,7.661484485943106,-0.6501063175554123,borg,0.5
w03-jan-scarcity,2024-01-14,13,B3,328.2140509913286,3.5355321645762525,429.3008344815225,0.0,10.298626518977153,-436.0639288359234,0.0,,0,0,0,0,0,0,0.0,20,0,0,4.960389367864764,-0.6162785119873888,borg,0.5
w03-jan-scarcity,2024-01-14,13,B4,320.4910090448665,3.4906247668015498,429.1691548092098,0.0,10.302295655995607,-435.9808256984038,0.0,,0,0,0,0,0,0,0.0,20,0,0,5.043492505384336,-0.7479581843001029,borg,0.5
w03-jan-scarcity,2024-01-14,13,B5,200.0,2.094,0.0,0.0,0.0,-6.125178082191782,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,-6.125178082191782,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,13,B6,300.0,4.088,0.0,0.0,0.0,4.088,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,4.088,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,14,B1,0.0,0.0,428.09157480723485,0.0,5.44531049705464,-433.5368853042895,0.0,,0,0,0,0,0,0,0.0,21,0,0,0.0,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,14,B2,517.520285267172,6.955472633990791,427.79022721710777,0.04289434896677819,40.26606521591654,-461.1437141480003,1.6065299238493707,0.9875828641343403,1,1,0,0,0,1,2.56815801817244,21,0,1,-27.606828843710787,-0.30134759012707946,borg,0.5
w03-jan-scarcity,2024-01-14,14,B3,328.2140509913286,3.5355321645762525,427.3910691481122,0.0,16.45007551901418,-440.30561250255016,0.0,1.0,1,0,0,0,0,0,0.0,21,0,0,-6.768727198260649,-0.7005056591226548,borg,0.5
w03-jan-scarcity,2024-01-14,14,B4,320.4910090448665,3.4906247668015498,427.2726320666748,0.0,16.582720695162028,-440.3647279950353,0.0,1.0,1,0,0,0,0,0,0.0,21,0,0,-6.827842690745797,-0.8189427405600327,borg,0.5
w03-jan-scarcity,2024-01-14,14,B5,200.0,2.094,2.4202083333333335,0.0,0.0,-8.545386415525115,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,-8.545386415525115,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,14,B6,300.0,4.088,7.5,0.0,0.0,-3.412,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,-3.412,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,15,B1,0.0,0.0,429.3388812421207,0.0,7.8998926737121,-437.2387739158328,0.0,,0,0,0,0,0,0,0.0,21,0,0,0.0,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,15,B2,517.520285267172,6.955472633990791,428.69368808619305,0.0,7.8351404721534434,-429.5733559243557,0.0,,0,0,0,0,0,0,0.0,20,0,0,7.665417991477057,-0.6451931559276431,borg,0.5
w03-jan-scarcity,2024-01-14,15,B3,328.2140509913286,3.5355321645762525,426.5372657054999,0.0,12.384053484444685,-435.38578702536836,0.0,1.0,1,0,0,0,0,0,0.0,19,0,0,1.8529868904644218,-2.8016155366207727,borg,0.5
w03-jan-scarcity,2024-01-14,15,B4,320.4910090448665,3.4906247668015498,426.3850646831116,0.0,12.371293393713888,-435.2657333100239,0.0,1.0,1,0,0,0,0,0,0.0,19,0,0,1.973040605808876,-2.9538165590091126,borg,0.5
w03-jan-scarcity,2024-01-14,15,B5,200.0,2.094,0.2816666666666667,0.0,0.0,-6.406844748858449,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,-6.406844748858449,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,15,B6,300.0,4.088,0.0,0.0,0.0,4.088,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,4.088,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,16,B1,0.0,0.0,427.77553078658605,0.0,5.391833422182337,-433.1673642087684,0.0,,0,0,0,0,0,0,0.0,21,0,0,0.0,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,16,B2,517.520285267172,6.955472633990791,426.6455192418783,0.013357715453003773,32.32763390520746,-452.03103822854797,0.49363323920930424,0.9961846269353135,1,1,0,0,0,1,0.1869641837162419,20,0,1,-18.86367401977958,-1.13001154470777,borg,0.5
w03-jan-scarcity,2024-01-14,16,B3,328.2140509913286,3.5355321645762525,425.06846937241244,0.0,16.19721994407122,-437.7301571519074,0.0,1.0,2,0,0,0,0,1,0.0,18,0,1,-4.562792943139016,-2.7070614141736087,borg,0.5
w03-jan-scarcity,2024-01-14,16,B4,320.4910090448665,3.4906247668015498,425.0886889144736,0.0,5.816650737875001,-427.4147148855471,0.0,1.0,1,0,0,0,0,0,0.0,18,0,0,5.752649323221306,-2.6868418721124385,borg,0.5
w03-jan-scarcity,2024-01-14,16,B5,200.0,2.094,1.957361111111111,0.0,0.0,-8.082539193302892,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,-8.082539193302892,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,16,B6,300.0,4.088,7.5,0.0,0.0,-3.412,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,-3.412,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,17,B1,0.0,0.0,430.15818460761255,0.0,11.398575676172966,-441.55676028378554,0.0,,0,0,0,0,0,0,0.0,22,0,0,0.0,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,17,B2,517.520285267172,6.955472633990791,428.99240028023826,0.04354653016286591,39.9845614243137,-462.06503560072406,1.6092583208745719,0.9875617759018371,1,1,0,0,0,1,3.511722972489949,22,0,1,-20.508275316938523,-1.165784327374297,borg,0.5
w03-jan-scarcity,2024-01-14,17,B3,328.2140509913286,3.5355321645762525,427.0775691974882,0.0,28.11216574516537,-451.6542027780773,0.0,1.0,2,0,0,0,0,1,0.0,20,0,1,-10.097442494291784,-3.0806154101243806,borg,0.5
w03-jan-scarcity,2024-01-14,17,B4,320.4910090448665,3.4906247668015498,427.12569696703343,0.0,14.83918297204965,-438.4742551722815,0.0,1.0,1,0,0,0,0,0,0.0,20,0,0,3.0825051115040196,-3.03248764057912,borg,0.5
w03-jan-scarcity,2024-01-14,17,B5,200.0,2.094,1.957361111111111,0.0,0.0,-8.082539193302892,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,-8.082539193302892,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,17,B6,300.0,4.088,7.5,0.0,0.0,-3.412,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,-3.412,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,18,B1,0.0,0.0,429.6399925028083,0.0,7.607160256545387,-437.2471527593537,0.0,,0,0,0,0,0,0,0.0,23,0,0,0.0,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,18,B2,517.520285267172,6.955472633990791,429.3553495167754,0.03873699218048573,40.265288616673345,-462.7039024916384,1.4508236771717502,0.9887863435040213,1,1,0,0,0,1,1.350593162098221,22,0,1,-25.45674973228472,-0.2846429860329067,borg,0.5
w03-jan-scarcity,2024-01-14,18,B3,328.2140509913286,3.5355321645762525,428.93415986516163,0.0,16.736272195228533,-442.13489989581393,0.0,1.0,1,0,0,0,0,0,0.0,21,0,0,-4.887747136460234,-0.7058326376466653,borg,0.5
w03-jan-scarcity,2024-01-14,18,B4,320.4910090448665,3.4906247668015498,428.81794196184745,0.0,17.08960953655927,-442.4169267316052,0.0,1.0,1,0,0,0,0,0,0.0,21,0,0,-5.169773972251505,-0.822050540960845,borg,0.5
w03-jan-scarcity,2024-01-14,18,B5,200.0,2.094,2.4202083333333335,0.0,0.0,-8.545386415525115,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,-8.545386415525115,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,18,B6,300.0,4.088,7.5,0.0,0.0,-3.412,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,-3.412,0.0,borg,0.5
